,0,1
117,0.6667605,0.51960427
118,0.73348176,0.41065943
119,0.64469254,0.5823505
120,0.6766507,0.3677043
121,0.1945025,0.3689651
122,0.15493375,0.6299684
123,0.461608,0.34342217
124,0.46052408,0.340492
125,0.70983464,0.2694476
126,0.172654,0.27121693
127,0.46777526,0.31499743
128,0.7824644,0.43070042
129,0.40995806,0.5050197
130,0.5878448,0.56729
131,0.5943322,0.5702014
132,0.40973422,0.5068965
133,0.69871163,0.26628202
134,0.85921955,0.49303296
135,0.3560136,0.7292093
136,0.7166999,0.33702642
137,0.3365084,0.43233976
138,0.47681883,0.58456945
139,0.33678913,0.57997775
140,0.6647785,0.3476481
141,0.5911447,0.6273342
142,0.11695847,0.45736596
143,0.527493,0.6921309
144,0.5764428,0.68703294
145,0.6812553,0.5724706
146,0.837904,0.42957348
147,0.114214,0.46382165
148,0.08314112,0.20627385
149,0.47897506,0.4238881
150,0.6735418,0.5043057
151,0.7068878,0.59800494
152,0.44349483,0.4597286
153,0.68647206,0.6027312
154,0.50144845,0.7802589
155,0.95093334,0.41583145
156,0.6174556,0.0038881302
157,0.616149,0.4573572
158,0.3318403,0.581694
159,0.49353218,0.37802684
160,0.6384557,0.40178964
161,0.6367675,0.21082655
162,0.74294615,0.48226988
163,0.722159,0.56517947
164,0.74238193,0.4821765
165,0.68197054,0.5740781
166,0.41633582,0.6722071
167,0.63127184,0.6108545
168,0.5527757,0.61933005
169,0.38840795,0.4232589
170,0.40189362,0.42780474
171,0.39249963,0.42468774
172,0.6818323,0.7339542
173,0.7026697,0.31475803
174,0.6358985,0.04722333
175,0.70777,0.48744673
176,0.44003767,0.5548562
177,0.57383907,0.4583129
178,0.342813,0.66551167
179,0.43026024,0.2558254
180,0.6380662,0.19648433
181,0.5877248,0.49185973
182,0.7099309,0.482103
183,0.2643267,0.5933455
184,0.61195236,0.5898388
185,0.6220307,0.33738732
186,0.26406848,0.59128225
187,0.6252495,0.54421705
188,0.7721182,0.16875723
189,0.77224743,0.18914881
190,0.4859744,0.4329435
191,0.12802479,0.26908314
192,0.42957723,0.32905948
193,0.7097002,0.3897101
194,0.46784577,0.5804224
195,0.3538505,0.44582063
196,0.25915068,0.54008484
197,0.7843063,0.22573893
198,0.4054396,0.53475016
199,0.7737255,0.4053217
200,0.48341706,0.5840404
201,0.3366889,0.44621304
202,0.687611,0.42081985
203,0.42105162,0.6295613
204,0.43961936,0.4625595
205,0.49119744,0.46755773
206,0.33447397,0.44640648
207,0.58052963,0.51599747
208,0.75869155,0.114331424
209,0.6223182,0.21323022
210,0.22557607,0.35318148
211,0.26446125,0.2560095
212,0.2592141,0.3840049
213,0.77839047,0.12873754
214,0.17988196,0.43395022
215,0.62110436,0.28697842
216,0.62371236,0.29052517
217,0.3880744,0.5572179
218,0.34314686,0.87309736
219,0.41274086,0.5854825
220,0.29493788,0.28110036
221,0.6742837,0.1906724
222,0.78561795,0.122648925
223,0.6578758,0.5962583
224,0.46940374,0.62564564
225,0.4065568,0.27458942
226,0.37047708,0.32786357
227,0.75969255,0.1314868
228,0.75975895,0.12015012
229,0.4187222,0.1424011
230,0.50981456,0.3482097
231,0.19383419,0.14662439
232,0.64197445,0.32374328
233,0.6468146,0.31303203
234,0.025410771,0.3793853
235,0.49952322,0.5424684
236,0.72539145,0.6414365
237,0.6909745,0.4731032
238,0.08017892,0.38194996
239,0.5960616,0.51489955
240,0.58658993,0.51202464
241,0.38922855,0.5449022
242,0.3904619,0.5222583
243,0.48704085,0.40876195
244,0.4886675,0.41469684
245,0.45024818,0.6548355
246,0.5184124,0.37102476
247,0.50153357,0.7403945
248,0.24869493,0.37193918
249,0.6033652,0.33031276
250,0.5321581,0.4494476
251,0.5323436,0.4494917
252,0.7493905,0.13279173
253,0.5896195,0.25234395
254,0.5030775,0.4154983
255,0.6767809,0.6773695
256,0.38011307,0.65498847
257,0.39356008,0.5635316
258,0.58987546,0.25367743
259,0.6516466,0.42244497
260,0.55209714,0.94322765
261,0.973692,0.57653433
262,0.26618674,0.22117195
263,0.32735348,0.27079034
264,0.5207257,0.6083009
265,0.5879512,0.21852463
266,0.3210954,0.42535722
267,0.7035623,0.61781454
268,0.4657411,0.48369116
269,0.09493649,0.24780731
270,0.321805,0.5060389
271,0.6897042,0.3610784
272,0.56754154,0.9694342
273,0.60436946,0.45508444
274,0.7311523,0.26512477
275,0.52139777,0.520112
276,0.54427654,0.3803654
277,0.8546626,0.40474227
278,0.25757304,0.56986094
279,0.602028,0.6958748
280,0.5838008,0.9401038
281,0.50315803,0.17850074
282,0.32790232,0.512701
283,0.7418148,0.5082436
284,0.54018486,0.5535611
285,0.7684776,0.14063549
286,0.53525335,0.5189793
287,0.51595545,0.03175634
288,0.27345437,0.40223676
289,0.7333399,0.2512108
290,0.2664773,0.40477166
291,0.53435725,0.50887066
292,0.5765898,0.78371954
293,0.63278025,0.87404054
294,0.78048587,0.48152247
295,0.61763716,0.40672123
296,0.96646935,0.5271577
297,0.41091785,0.5517858
298,0.6490121,0.45009345
299,0.702424,0.5490164
300,0.5775043,0.55136675
301,0.5767951,0.55039203
302,0.5928999,0.96621203
303,0.8881164,0.62649477
304,0.59146434,0.4562408
305,0.6354034,0.5389811
306,0.54925174,0.51694757
307,0.60872597,0.54519796
308,0.84619856,0.1561816
309,0.76660484,0.61258954
310,0.58040255,0.9143311
311,0.5729466,0.9835917
312,0.16853401,0.3316028
313,0.09173584,0.3109399
314,0.10421795,0.51816803
315,0.66584206,0.38631427
316,0.8236809,0.56535774
317,0.82308364,0.5647588
318,0.09448123,0.32210428
319,0.108710974,0.5191112
320,0.16709676,0.08620602
321,0.082943946,0.30891487
322,0.5697822,0.3818561
323,0.81377876,0.66264904
324,0.8131417,0.6627125
325,0.33386818,0.48498446
326,0.13414627,0.56005377
327,0.24723867,0.41750962
328,0.31207502,0.8856252
329,0.3424545,0.24469967
330,0.11786032,0.45220304
331,0.34918773,0.11214304
332,0.5639871,0.2703829
333,0.44770318,0.60082906
334,0.41129363,0.46578005
335,0.6718278,0.2222022
336,0.7425095,0.53431296
337,0.5273078,0.30592236
338,0.36142027,0.37700474
339,0.5784867,0.43593818
340,0.70206547,0.54304224
341,0.36191744,0.33076686
342,0.70874375,0.5285119
343,0.42568055,0.62812024
344,0.22878143,0.28683054
345,0.16191348,0.5044018
346,0.62587786,0.2237537
347,0.09367126,0.34673038
348,0.21948528,0.34113958
349,0.6829767,0.4404646
350,0.3031752,0.0036683977
351,0.38438317,0.5389246
352,0.43323478,0.5656674
353,0.58508325,0.68614453
354,0.44376218,0.41262457
355,0.147775,0.31893462
356,0.6818255,0.2261718
357,0.7399838,0.7604002
358,0.12895742,0.31763536
359,0.15096995,0.29369712
360,0.1435174,0.2859316
361,0.29038185,0.32631165
362,0.23448053,0.23645759
363,0.20113683,0.2533825
364,0.4597611,0.5148877
365,0.17501917,0.24372336
366,0.55059576,0.7165753
367,0.32120913,0.3941107
368,0.09111795,0.5180539
369,0.59780085,0.23290421
370,0.27211362,0.31088066
371,0.4210031,0.35761064
372,0.5038701,0.5735291
373,0.21576637,0.5756
374,0.3033083,0.0036431253
375,0.25275153,0.34593165
376,0.19368929,0.14694497
377,0.08264056,0.3111088
378,0.4313291,0.38372418
379,0.7760546,0.4379278
380,0.739575,0.3042012
381,0.47678396,0.21874967
382,0.7791123,0.5022121
383,0.20250931,0.45789886
384,0.14432427,0.1949211
385,0.56525236,0.40914473
386,0.68252814,0.5991942
387,0.5633293,0.27026147
388,0.86668575,0.8082121
389,0.17640036,0.39649704
390,0.22855225,0.3124088
391,0.5304642,0.8054862
392,0.6428782,0.2604282
393,0.16396904,0.28484124
394,0.47066808,0.2202214
395,0.19998428,0.52990055
396,0.6288874,0.03333965
397,0.32050914,0.33297575
398,0.5509589,0.16839957
399,0.78592616,0.5077602
400,0.4915484,0.3173347
401,0.45942634,0.67370194
402,0.2957003,0.38305515
403,0.29276466,0.55949414
404,0.76949334,0.66175973
405,0.6701418,0.21988213
406,0.20931306,0.47582042
407,0.2414847,0.40078312
408,0.5916344,0.96710825
409,0.7205078,0.69856614
410,0.048480928,0.5040456
411,0.24531198,0.2102812
412,0.05194685,0.44140407
413,0.31783718,0.11431247
414,0.42454934,0.36742637
415,0.41632944,0.20751584
416,0.5526094,0.52971476
417,0.25566304,0.21567646
418,0.5930509,0.75655544
419,0.5984379,0.12930802
420,0.26406264,0.25503173
421,0.63115,0.57340467
422,0.5237656,0.66896844
423,0.34515196,0.1122911
424,0.51821756,0.6617225
425,0.7473301,0.7540996
426,0.6261247,0.16030163
427,0.17454964,0.30110574
428,0.5018658,0.6649307
429,0.4999625,0.6574106
430,0.48833415,0.6544943
431,0.5254829,0.677389
432,0.16906616,0.57138735
433,0.6364795,0.36380172
434,0.50741124,0.38152304
435,0.626464,0.36223525
436,0.9258422,0.48387155
437,0.9258423,0.48386362
438,0.63124937,0.17189926
439,0.8024178,0.39516187
440,0.8648364,0.35714644
441,0.43171364,1.0
442,0.4316855,1.0
443,0.33077577,0.25779203
444,0.29503596,0.6866118
445,0.29680103,0.6745992
446,0.81884253,0.44360483
447,0.53286004,0.49524963
448,0.49792942,0.5594114
449,0.6476125,0.70195335
450,0.7165309,0.12359679
451,0.71459013,0.123056024
452,0.31810582,0.11435515
453,0.64076,0.659718
454,0.4979705,0.19118273
455,0.36710533,0.399768
456,0.68101525,0.45380405
457,0.6755304,0.41782978
458,0.54552054,0.10241169
459,0.41016722,0.38332242
460,0.41016722,0.38332242
461,0.60970795,0.38885292
462,0.3463971,0.46018785
463,0.19373614,0.63225305
464,0.64721626,0.6875916
465,0.6282705,0.39228734
466,0.63685536,0.379646
467,0.6492596,0.2995044
468,0.4954501,0.54715645
469,0.38138783,0.34148848
470,0.95010793,0.41560456
471,0.14209324,0.34100747
472,0.4411983,0.27493304
473,0.44027555,0.27160972
474,0.14209324,0.34100783
475,0.88062274,0.5539266
476,0.87858003,0.5566287
477,0.70713943,0.42969358
478,0.8533553,0.81355846
479,0.7982073,0.45296603
480,0.74150574,0.77576065
481,0.8901724,0.5438743
482,0.8173801,0.4805317
483,0.59625334,0.3537678
484,0.21230292,0.5165594
485,0.6361349,0.082708955
486,0.6243434,0.13261369
487,0.63687015,0.056650043
488,0.8930515,0.29982343
489,0.13347462,0.28272915
490,0.22323492,0.52634346
491,0.55607474,0.4246416
492,0.33160567,0.46232378
493,0.15751925,0.20096934
494,0.15323216,0.5197694
495,0.22232085,0.52639824
496,0.6749103,0.9319763
497,0.5398675,0.22061872
498,0.7715088,0.45180058
499,0.18538845,0.32918516
500,0.18528959,0.32926416
501,0.24509871,0.7189541
502,0.21440834,0.5206296
503,0.62434536,0.13265073
504,0.46845984,0.7294474
505,0.5739931,0.9732325
506,0.5499267,0.12035054
507,0.7317949,0.6473561
508,0.60354376,0.13167736
509,0.6340167,0.09796673
510,0.20420793,0.29739642
511,0.6552007,0.2956712
512,0.6350562,0.09117687
513,0.4460626,0.3354931
514,0.7546439,0.32292324
515,0.74381256,0.46160585
516,0.69498163,0.838441
517,0.69858176,0.28336895
518,0.7209487,0.56878364
519,0.7557658,0.8939468
520,0.5529531,0.8319752
521,0.5505589,0.83123374
522,0.7408394,0.4427435
523,0.41399682,0.77170295
524,0.48712906,0.82011145
525,0.48782712,0.6027645
526,0.18145731,0.3160664
527,0.58521557,0.85525316
528,0.6730286,0.8317084
529,0.5893165,0.86590695
530,0.5263239,0.33312845
531,0.60072434,0.6189868
532,0.48036543,0.78866017
533,0.5113102,0.8007496
534,0.5012448,0.7527106
535,0.45633432,0.8133638
536,0.46039698,0.8201605
537,0.44861045,0.81615806
538,0.40319246,0.76658034
539,0.38330927,0.7147263
540,0.46153128,0.789396
541,0.49351326,0.8000813
542,0.50953776,0.83685106
543,0.50907135,0.8356595
544,0.37822035,0.7421911
545,0.5466019,0.40936393
546,0.37319532,0.7252955
547,0.37235492,0.7568674
548,0.43353748,0.755811
549,0.40180647,0.74991417
550,0.41292062,0.74681455
551,0.4132997,0.8013805
552,0.53007585,0.7737777
553,0.5425839,0.7734519
554,0.38268778,0.74404025
555,0.40919757,0.7221881
556,0.42945394,0.7311249
557,0.3993019,0.7399975
558,0.39427477,0.7277255
559,0.51444715,0.80074376
560,0.70481575,0.6186353
561,0.5621282,0.84151304
562,0.3535208,0.77693003
563,0.12487665,0.2372409
564,0.30664128,0.62011397
565,0.74228364,0.8921092
566,0.5611558,0.7753563
567,0.37569714,0.8166391
568,0.702248,0.3892915
569,0.25837454,0.07074934
570,0.30497208,0.11354011
571,0.29727525,0.4521247
572,0.47440222,0.80323905
573,0.47698423,0.75942314
574,0.61361694,0.0
575,0.4599008,0.09362066
576,0.46024823,0.0938268
577,0.17754689,0.18258086
578,0.5538217,0.36556187
579,0.21348125,0.4673461
580,0.27702457,0.37637526
581,0.5428358,0.53583485
582,0.10946661,0.39423454
583,0.8474365,0.7160452
584,0.6959461,0.837282
585,0.5611591,0.77536
586,0.43849537,0.7873554
587,0.6978036,0.6390858
588,0.41116202,0.7370738
589,0.38644424,0.87355804
590,0.20622498,0.3176942
591,0.54363203,0.72689635
592,0.26859778,0.7801533
593,0.5074885,0.7558733
594,0.37371582,0.80635715
595,0.37309703,0.80121684
596,0.3870398,0.7762684
597,0.45053875,0.8610523
598,0.46374103,0.8482299
599,0.4391194,0.83883893
600,0.42747062,0.84578574
601,0.3871789,0.77350247
602,0.16689292,0.46281
603,0.45621082,0.8789326
604,0.48035783,0.8913819
605,0.4805623,0.89151454
606,0.6276481,0.72252095
607,0.6699833,0.5440179
608,0.85478055,0.34039223
609,0.63268685,0.46285796
610,0.71667624,0.25354588
611,0.7300107,0.60685045
612,0.6112034,0.4248027
613,0.25749618,0.06764147
614,0.79372513,0.7082393
615,0.9102577,0.39354986
616,0.66809887,0.92255044
617,0.66907036,0.91672885
618,0.35717225,0.62313765
619,0.34346694,0.3391701
620,0.9187304,0.39807275
621,0.8504764,0.35763246
622,0.5904495,0.43991253
623,0.5856715,0.63985026
624,0.24168596,0.24712463
625,0.28680313,0.42925984
626,0.5863296,0.8158809
627,0.48033422,0.7886616
628,0.42746305,0.84579027
629,0.40181035,0.74991417
630,0.39923602,0.74004877
631,0.7015156,0.4433029
632,0.624862,0.82708645
633,0.82459456,0.5222935
634,0.3245904,0.27869487
635,0.6746788,0.6189872
636,0.4622689,0.7823107
637,0.6655239,0.24085815
638,0.2884394,0.44707808
639,0.2731902,0.06528962
640,0.32928473,0.40330148
641,0.371383,0.5371138
642,0.48369038,0.5146894
643,0.58456326,0.94190204
644,0.89298356,0.30455905
645,0.63028127,0.49981713
646,1.0,0.35754946
647,0.617704,0.79749537
648,0.2731902,0.06528962
649,0.29648894,0.4442557
650,0.8977964,0.615395
651,0.07667655,0.5993549
652,0.41186854,0.28940243
653,0.4354975,0.536796
654,0.43110332,0.531097
655,0.45365542,0.88543177
656,0.7152617,0.8250098
657,0.42684364,0.8516935
658,0.62408733,0.43979964
659,0.48162243,0.8796072
660,0.6445965,0.9194995
661,0.46556857,0.84644437
662,0.7463322,0.89270467
663,0.4508979,0.75698435
664,0.5406399,0.73001623
665,0.3884956,0.8728075
666,0.52512765,0.60289705
667,0.076599956,0.59939706
668,0.6790151,0.5260193
669,0.78397834,0.57350856
670,0.28199467,0.4947146
671,0.14992297,0.43137783
672,0.447778,0.8874574
673,0.64142036,0.74773824
674,0.7620319,0.42224443
675,0.8141768,0.27136368
676,0.32185966,0.36200362
677,0.51273817,0.3762146
678,0.3444704,0.7794024
679,0.63132674,0.52928275
680,0.8675728,0.47763
681,0.44940817,0.9138695
682,0.5342022,0.8796902
683,0.46649614,0.9051081
684,0.76664126,0.5430407
685,0.7182153,0.390573
686,0.64279145,0.48219025
687,0.1535565,0.45878482
688,0.8409517,0.21548456
689,0.83996105,0.21439576
690,0.30778128,0.4803281
691,0.78171355,0.31644207
692,0.47788358,0.7680561
693,0.4912302,0.91343975
694,0.30702546,0.28782606
695,0.6591983,0.3145166
696,0.37614495,0.46445337
697,0.41237584,0.9000118
698,0.7150519,0.26437485
699,0.50267756,0.6425532
700,0.1867632,0.2809475
701,0.29223257,0.3175912
702,0.5667521,0.57899165
703,0.60609424,0.8114574
704,0.4813987,0.8434205
705,0.69520295,0.35740831
706,0.6861385,0.49901193
707,0.5277857,0.86434305
708,0.7317704,0.25089788
709,0.520084,0.92576116
710,0.6489059,0.549502
711,0.5784548,0.6053299
712,0.18109834,0.29499686
713,0.27789065,0.4785057
714,0.22354978,0.4333249
715,0.51033854,0.72229254
716,0.74406207,0.7056171
717,0.33555907,0.82925344
718,0.28432986,0.50404525
719,0.2576195,0.06555313
720,0.3067921,0.43762526
721,0.61413026,0.4477989
722,0.72663134,0.36009848
723,0.59573454,0.69761455
724,0.60463226,0.38200042
725,0.9701532,0.5496723
726,0.754079,0.40988463
727,0.8235425,0.34783542
728,0.25750542,0.64955264
729,0.8632691,0.48322296
730,0.29844195,0.44200158
731,0.24697414,0.49125168
732,0.83243215,0.27132672
733,0.8765419,0.6225363
734,0.81237507,0.38494882
735,0.28568774,0.47426915
736,0.72844124,0.6991654
737,0.446345,0.45045575
738,0.9314523,0.23470294
739,0.9056126,0.6817217
740,0.9056133,0.68172145
741,0.8931845,0.64032686
742,0.44974318,0.6652205
743,0.931474,0.23468001
744,0.19521224,0.4027633
745,0.86194205,0.80973184
746,0.63453573,0.7199702
747,0.57787424,0.92307985
748,0.86880195,0.81417066
749,0.30818385,0.457942
750,0.6579704,0.39022338
751,0.5417171,0.93107724
752,0.35239476,0.55367017
753,0.5401555,0.21692374
754,0.6756669,0.4378537
755,0.97437453,0.5818981
756,0.14150533,0.36154917
757,0.16900256,0.312344
758,0.9707012,0.5540199
759,0.31673688,0.44323173
760,0.24052915,0.32030493
761,0.1359357,0.35351163
762,0.19474396,0.34753266
763,0.7329064,0.5192285
764,0.5631957,0.3705083
765,0.19455835,0.54330283
766,0.7940278,0.69926107
767,0.77206373,0.54201967
768,0.74749494,0.6061659
769,0.1237697,0.30818808
770,0.48836258,0.21096331
771,0.74139893,0.3153178
772,0.6094063,0.400058
773,0.5549335,0.34373188
774,0.36610657,0.32242236
775,0.519219,0.45995742
776,0.16175938,0.32793874
777,0.39367354,0.31746697
778,0.2552145,0.48718074
779,0.3026876,0.4256732
780,0.24397469,0.45337713
781,0.253873,0.4454508
782,0.25376046,0.43921304
783,0.27953836,0.12417251
784,0.51214063,0.48536116
785,0.6794268,0.19481412
786,0.67485034,0.3920706
787,0.46382678,0.5155718
788,0.253314,0.5356262
789,0.27913356,0.12423542
790,0.64699394,0.01798457
791,0.3300751,0.8797349
792,0.78275543,0.3065647
793,0.5445879,0.3074051
794,0.7337501,0.43615198
795,0.1486964,0.4296852
796,0.8492696,0.22229074
797,0.23318973,0.28415155
798,0.72336376,0.203168
799,0.6552007,0.2956712
800,0.73316604,0.6997118
801,0.29520145,0.4119177
802,0.53853256,0.33153832
803,0.8717501,0.79980624
804,0.8286712,0.2742815
805,0.56109685,0.627231
806,0.69823766,0.50246036
807,0.45423132,0.5363067
808,0.41818482,0.14228076
809,0.5316056,0.5673197
810,0.3195011,0.6290376
811,0.748929,0.5700483
812,0.8293644,0.28587753
813,0.5781518,0.76686084
814,0.5847876,0.18243244
815,0.22452539,0.47982627
816,0.15605164,0.3056789
817,0.5405207,0.31393164
